,Country_Region,Date,Cases,Cases_per_Million,case_delta_days,case_percentage_x_days_increase
9,Guinea,12/31/20,13722,1074.4448897155376,221,0.01627632935631168
10,Guinea,1/1/21,13738,1075.6977040454785,221,0.01627632935631168
11,Guinea,1/2/21,13784,1079.2995452440584,221,0.01627632935631168
12,Guinea,1/3/21,13784,1079.2995452440584,221,0.01627632935631168
13,Guinea,1/4/21,13799,1080.474058678378,221,0.01627632935631168
0,Guinea-Bissau,12/22/20,2447,1273.8674449040616,8,0.0032693093583980384
1,Guinea-Bissau,12/23/20,2447,1273.8674449040616,8,0.0032693093583980384
2,Guinea-Bissau,12/24/20,2447,1273.8674449040616,8,0.0032693093583980384
3,Guinea-Bissau,12/25/20,2447,1273.8674449040616,8,0.0032693093583980384
4,Guinea-Bissau,12/26/20,2447,1273.8674449040616,8,0.0032693093583980384
5,Guinea-Bissau,12/27/20,2447,1273.8674449040616,8,0.0032693093583980384
6,Guinea-Bissau,12/28/20,2447,1273.8674449040616,8,0.0032693093583980384
7,Guinea-Bissau,12/29/20,2452,1276.4703616284264,8,0.0032693093583980384
8,Guinea-Bissau,12/30/20,2452,1276.4703616284264,8,0.0032693093583980384
9,Guinea-Bissau,12/31/20,2452,1276.4703616284264,8,0.0032693093583980384
10,Guinea-Bissau,1/1/21,2452,1276.4703616284264,8,0.0032693093583980384
11,Guinea-Bissau,1/2/21,2452,1276.4703616284264,8,0.0032693093583980384
12,Guinea-Bissau,1/3/21,2455,1278.032111663045,8,0.0032693093583980384
13,Guinea-Bissau,1/4/21,2455,1278.032111663045,8,0.0032693093583980384
0,Guyana,12/22/20,6216,7941.070511493856,163,0.026222651222651223
1,Guyana,12/23/20,6258,7994.726393328275,163,0.026222651222651223
2,Guyana,12/24/20,6266,8004.946561296735,163,0.026222651222651223
3,Guyana,12/25/20,6289,8034.32954420606,163,0.026222651222651223
4,Guyana,12/26/20,6289,8034.32954420606,163,0.026222651222651223
5,Guyana,12/27/20,6293,8039.43962819029,163,0.026222651222651223
6,Guyana,12/28/20,6298,8045.8272331705775,163,0.026222651222651223
7,Guyana,12/29/20,6301,8049.65979615875,163,0.026222651222651223
8,Guyana,12/30/20,6319,8072.655174087787,163,0.026222651222651223
9,Guyana,12/31/20,6332,8089.262947036535,163,0.026222651222651223
10,Guyana,1/1/21,6348,8109.703282973456,163,0.026222651222651223
11,Guyana,1/2/21,6351,8113.535845961629,163,0.026222651222651223
12,Guyana,1/3/21,6358,8122.478492934032,163,0.026222651222651223
13,Guyana,1/4/21,6379,8149.30643385124,163,0.026222651222651223
0,Haiti,12/22/20,9771,867.524922363578,356,0.03643434653566677
1,Haiti,12/23/20,9805,870.5436356334952,356,0.03643434653566677
2,Haiti,12/24/20,9805,870.5436356334952,356,0.03643434653566677
3,Haiti,12/25/20,9805,870.5436356334952,356,0.03643434653566677
4,Haiti,12/26/20,9805,870.5436356334952,356,0.03643434653566677
5,Haiti,12/27/20,9947,883.1512028196203,356,0.03643434653566677
6,Haiti,12/28/20,9958,884.127845348123,356,0.03643434653566677
7,Haiti,12/29/20,9958,884.127845348123,356,0.03643434653566677
8,Haiti,12/30/20,9999,887.7680584089055,356,0.03643434653566677
9,Haiti,12/31/20,10015,889.1886293594548,356,0.03643434653566677
10,Haiti,1/1/21,10015,889.1886293594548,356,0.03643434653566677
11,Haiti,1/2/21,10077,894.6933417928334,356,0.03643434653566677
12,Haiti,1/3/21,10127,899.1326260133,356,0.03643434653566677
13,Haiti,1/4/21,10127,899.1326260133,356,0.03643434653566677
0,Holy See,12/22/20,27,,0,0.0
1,Holy See,12/23/20,27,,0,0.0
2,Holy See,12/24/20,27,,0,0.0
3,Holy See,12/25/20,27,,0,0.0
4,Holy See,12/26/20,27,,0,0.0
5,Holy See,12/27/20,27,,0,0.0
6,Holy See,12/28/20,27,,0,0.0
7,Holy See,12/29/20,27,,0,0.0
8,Holy See,12/30/20,27,,0,0.0
9,Holy See,12/31/20,27,,0,0.0
10,Holy See,1/1/21,27,,0,0.0
11,Holy See,1/2/21,27,,0,0.0
12,Holy See,1/3/21,27,,0,0.0
13,Holy See,1/4/21,27,,0,0.0
0,Honduras,12/22/20,117588,12065.112700781245,5810,0.04940980372146818
1,Honduras,12/23/20,118036,12111.079725392174,5810,0.04940980372146818
2,Honduras,12/24/20,118036,12111.079725392174,5810,0.04940980372146818
3,Honduras,12/25/20,118659,12175.002618991748,5810,0.04940980372146818
4,Honduras,12/26/20,119097,12219.943593946184,5810,0.04940980372146818
5,Honduras,12/27/20,119097,12219.943593946184,5810,0.04940980372146818
6,Honduras,12/28/20,119713,12283.148252786212,5810,0.04940980372146818
7,Honduras,12/29/20,120912,12406.171606599839,5810,0.04940980372146818
8,Honduras,12/30/20,120912,12406.171606599839,5810,0.04940980372146818
9,Honduras,12/31/20,121827,12500.055150169037,5810,0.04940980372146818
10,Honduras,1/1/21,122974,12617.743045768895,5810,0.04940980372146818
11,Honduras,1/2/21,123144,12635.185889929291,5810,0.04940980372146818
12,Honduras,1/3/21,123369,12658.272007200407,5810,0.04940980372146818
13,Honduras,1/4/21,123398,12661.247551204238,5810,0.04940980372146818
0,Hungary,12/22/20,306368,31358.19849213133,22483,0.07338560162941299
1,Hungary,12/23/20,308262,31552.058255370626,22483,0.07338560162941299
2,Hungary,12/24/20,311554,31889.00986074748,22483,0.07338560162941299
3,Hungary,12/25/20,314164,32156.155574609445,22483,0.07338560162941299
4,Hungary,12/26/20,315362,32278.776480818884,22483,0.07338560162941299
5,Hungary,12/27/20,316060,32350.220047208022,22483,0.07338560162941299
6,Hungary,12/28/20,316669,32412.554047109148,22483,0.07338560162941299
7,Hungary,12/29/20,317571,32504.87796814497,22483,0.07338560162941299
8,Hungary,12/30/20,319543,32706.721396396235,22483,0.07338560162941299
9,Hungary,12/31/20,322514,33010.817149608454,22483,0.07338560162941299
10,Hungary,1/1/21,325278,33293.72548413507,22483,0.07338560162941299
11,Hungary,1/2/21,326688,33438.04558242832,22483,0.07338560162941299
12,Hungary,1/3/21,327995,33571.823148718584,22483,0.07338560162941299
13,Hungary,1/4/21,328851,33659.43875449094,22483,0.07338560162941299
0,Iceland,12/22/20,5667,15684.461948504482,128,0.02258690665254985
1,Iceland,12/23/20,5683,15728.744883245276,128,0.02258690665254985
2,Iceland,12/24/20,5683,15728.744883245276,128,0.02258690665254985
3,Iceland,12/25/20,5683,15728.744883245276,128,0.02258690665254985
4,Iceland,12/26/20,5683,15728.744883245276,128,0.02258690665254985
5,Iceland,12/27/20,5683,15728.744883245276,128,0.02258690665254985
6,Iceland,12/28/20,5726,15847.755270361155,128,0.02258690665254985
7,Iceland,12/29/20,5736,15875.43210457415,128,0.02258690665254985
8,Iceland,12/30/20,5754,15925.250406157542,128,0.02258690665254985
9,Iceland,12/31/20,5754,15925.250406157542,128,0.02258690665254985
10,Iceland,1/1/21,5754,15925.250406157542,128,0.02258690665254985
11,Iceland,1/2/21,5754,15925.250406157542,128,0.02258690665254985
12,Iceland,1/3/21,5754,15925.250406157542,128,0.02258690665254985
13,Iceland,1/4/21,5795,16038.725426430823,128,0.02258690665254985
0,India,12/22/20,10099066,7390.906602637717,257778,0.02552493468207852
1,India,12/23/20,10123778,7408.9918477449755,257778,0.02552493468207852
2,India,12/24/20,10146845,7425.873215051917,257778,0.02552493468207852
3,India,12/25/20,10169118,7442.173500916031,257778,0.02552493468207852
4,India,12/26/20,10187850,7455.882339186877,257778,0.02552493468207852
5,India,12/27/20,10207871,7470.53452000156,257778,0.02552493468207852
6,India,12/28/20,10224303,7482.560124873787,257778,0.02552493468207852
7,India,12/29/20,10244852,7497.598717529544,257778,0.02552493468207852
8,India,12/30/20,10266674,7513.568943279406,257778,0.02552493468207852
9,India,12/31/20,10266674,7513.568943279406,257778,0.02552493468207852
10,India,1/1/21,10286709,7528.231369862602,257778,0.02552493468207852
11,India,1/2/21,10323965,7555.496823557812,257778,0.02552493468207852
12,India,1/3/21,10340469,7567.575120953822,257778,0.02552493468207852
13,India,1/4/21,10356844,7579.559010911387,257778,0.02552493468207852
0,Indonesia,12/22/20,678125,2505.7684128352575,93978,0.13858506912442398
1,Indonesia,12/23/20,685639,2533.533712527857,93978,0.13858506912442398
2,Indonesia,12/24/20,692838,2560.135042377075,93978,0.13858506912442398
3,Indonesia,12/25/20,700097,2586.95808076789,93978,0.13858506912442398
4,Indonesia,12/26/20,706837,2611.8633402738947,93978,0.13858506912442398
5,Indonesia,12/27/20,713365,2635.985229599592,93978,0.13858506912442398
6,Indonesia,12/28/20,719219,2657.616592974689,93978,0.13858506912442398
7,Indonesia,12/29/20,727122,2686.819303045306,93978,0.13858506912442398
8,Indonesia,12/30/20,735124,2716.387832209557,93978,0.13858506912442398
9,Indonesia,12/31/20,743198,2746.222411623724,93978,0.13858506912442398
10,Indonesia,1/1/21,751270,2776.0496007531706,93978,0.13858506912442398
11,Indonesia,1/2/21,758473,2802.6657111718287,93978,0.13858506912442398
12,Indonesia,1/3/21,765350,2828.0772051811455,93978,0.13858506912442398
13,Indonesia,1/4/21,772103,2853.03050153783,93978,0.13858506912442398
0,Iran,12/22/20,1170743,14119.983685245754,78764,0.06727693439123701
1,Iran,12/23/20,1177004,14195.495747118704,78764,0.06727693439123701
2,Iran,12/24/20,1183182,14270.006770637485,78764,0.06727693439123701
3,Iran,12/25/20,1189203,14342.624263775488,78764,0.06727693439123701
4,Iran,12/26/20,1194963,14412.093913414235,78764,0.06727693439123701
5,Iran,12/27/20,1200465,14478.451901662913,78764,0.06727693439123701
6,Iran,12/28/20,1206373,14549.706535354879,78764,0.06727693439123701
7,Iran,12/29/20,1212481,14623.373309659299,78764,0.06727693439123701
8,Iran,12/30/20,1218753,14699.018039265935,78764,0.06727693439123701
9,Iran,12/31/20,1225142,14776.073871130857,78764,0.06727693439123701
10,Iran,1/1/21,1231429,14851.899511283427,78764,0.06727693439123701
11,Iran,1/2/21,1237474,14924.806461294926,78764,0.06727693439123701
12,Iran,1/3/21,1243434,14996.688251546128,78764,0.06727693439123701
13,Iran,1/4/21,1249507,15069.93290124337,78764,0.06727693439123701
0,Iraq,12/22/20,586503,14920.026396482523,11866,0.020231780570602365
1,Iraq,12/23/20,587676,14949.866296641729,11866,0.020231780570602365
2,Iraq,12/24/20,588803,14978.536004637826,11866,0.020231780570602365
3,Iraq,12/25/20,589943,15007.536419114804,11866,0.020231780570602365
4,Iraq,12/26/20,590779,15028.803389731253,11866,0.020231780570602365
5,Iraq,12/27/20,591597,15049.612459066486,11866,0.020231780570602365
6,Iraq,12/28/20,592528,15073.29613088935,11866,0.020231780570602365
7,Iraq,12/29/20,593541,15099.065797437752,11866,0.020231780570602365
8,Iraq,12/30/20,594442,15121.98630045859,11866,0.020231780570602365
9,Iraq,12/31/20,595291,15143.583977555916,11866,0.020231780570602365
10,Iraq,1/1/21,596193,15166.529919536822,11866,0.020231780570602365
11,Iraq,1/2/21,597033,15187.898645993542,11866,0.020231780570602365
12,Iraq,1/3/21,597774,15206.748915403577,11866,0.020231780570602365
13,Iraq,1/4/21,598369,15221.885096643753,11866,0.020231780570602365
0,Ireland,12/22/20,81228,16438.10999375891,26769,0.3295538484266509
1,Ireland,12/23/20,82155,16625.70697957925,26769,0.3295538484266509
2,Ireland,12/24/20,83073,16811.482635440167,26769,0.3295538484266509
3,Ireland,12/25/20,84098,17018.911880818643,26769,0.3295538484266509
4,Ireland,12/26/20,85394,17281.183394975236,26769,0.3295538484266509
5,Ireland,12/27/20,86129,17429.925341661263,26769,0.3295538484266509
6,Ireland,12/28/20,86894,17584.73838821203,26769,0.3295538484266509
7,Ireland,12/29/20,88439,17897.40003124593,26769,0.3295538484266509
8,Ireland,12/30/20,90157,18245.071683499806,26769,0.3295538484266509
9,Ireland,12/31/20,91779,18573.315816186525,26769,0.3295538484266509
10,Ireland,1/1/21,93532,18928.070418282594,26769,0.3295538484266509
11,Ireland,1/2/21,96926,19614.91418297971,26769,0.3295538484266509
12,Ireland,1/3/21,101887,20618.87173061154,26769,0.3295538484266509
13,Ireland,1/4/21,107997,21855.35240306275,26769,0.3295538484266509
0,Israel,12/22/20,382487,42248.35142986535,65686,0.17173394128427893
1,Israel,12/23/20,385022,42528.35982459434,65686,0.17173394128427893
2,Israel,12/24/20,389678,43042.647432427955,65686,0.17173394128427893
3,Israel,12/25/20,394391,43563.23108700695,65686,0.17173394128427893
4,Israel,12/26/20,398664,44035.21367898998,65686,0.17173394128427893
5,Israel,12/27/20,401470,44345.15590999967,65686,0.17173394128427893
6,Israel,12/28/20,407285,44987.46313498945,65686,0.17173394128427893
7,Israel,12/29/20,412398,45552.22957374659,65686,0.17173394128427893
8,Israel,12/30/20,416584,46014.602410170875,65686,0.17173394128427893
9,Israel,12/31/20,423262,46752.23399202501,65686,0.17173394128427893
10,Israel,1/1/21,428510,47331.91212044227,65686,0.17173394128427893
11,Israel,1/2/21,434799,48026.57594468315,65686,0.17173394128427893
12,Israel,1/3/21,441542,48771.38722896623,65686,0.17173394128427893
13,Israel,1/4/21,448173,49503.82733367943,65686,0.17173394128427893
0,Italy,12/22/20,1977370,32793.62180084858,188874,0.09551778372282375
1,Italy,12/23/20,1991278,33024.27852771619,188874,0.09551778372282375
2,Italy,12/24/20,2009317,33323.44567582985,188874,0.09551778372282375
3,Italy,12/25/20,2028354,33639.164119127134,188874,0.09551778372282375
4,Italy,12/26/20,2038759,33811.725468210934,188874,0.09551778372282375
5,Italy,12/27/20,2047696,33959.94082397853,188874,0.09551778372282375
6,Italy,12/28/20,2056277,34102.25211052232,188874,0.09551778372282375
7,Italy,12/29/20,2067487,34288.16395321616,188874,0.09551778372282375
8,Italy,12/30/20,2083689,34556.865440756344,188874,0.09551778372282375
9,Italy,12/31/20,2107166,34946.218904710244,188874,0.09551778372282375
10,Italy,1/1/21,2129376,35314.55985263443,188874,0.09551778372282375
11,Italy,1/2/21,2141201,35510.671140757055,188874,0.09551778372282375
12,Italy,1/3/21,2155446,35746.91683203036,188874,0.09551778372282375
13,Italy,1/4/21,2166244,35925.99587551011,188874,0.09551778372282375
0,Jamaica,12/22/20,12354,4190.241154246257,849,0.06872268091306459
1,Jamaica,12/23/20,12423,4213.6446381092155,849,0.06872268091306459
2,Jamaica,12/24/20,12519,4246.2060069620275,849,0.06872268091306459
3,Jamaica,12/25/20,12597,4272.6621191549375,849,0.06872268091306459
4,Jamaica,12/26/20,12684,4302.170859677799,849,0.06872268091306459
5,Jamaica,12/27/20,12723,4315.3989157742535,849,0.06872268091306459
6,Jamaica,12/28/20,12732,4318.451544104205,849,0.06872268091306459
7,Jamaica,12/29/20,12752,4325.235162615208,849,0.06872268091306459
8,Jamaica,12/30/20,12793,4339.141580562762,849,0.06872268091306459
9,Jamaica,12/31/20,12827,4350.673732031467,849,0.06872268091306459
10,Jamaica,1/1/21,12915,4380.521653479877,849,0.06872268091306459
11,Jamaica,1/2/21,12931,4385.948548288679,849,0.06872268091306459
12,Jamaica,1/3/21,13049,4425.971897503595,849,0.06872268091306459
13,Jamaica,1/4/21,13203,4478.205760038314,849,0.06872268091306459
0,Japan,12/22/20,203732,1613.5279874346108,44893,0.22035320911786072
1,Japan,12/23/20,207007,1639.465513983451,44893,0.22035320911786072
2,Japan,12/24/20,210769,1669.2600101290197,44893,0.22035320911786072
3,Japan,12/25/20,214575,1699.4029799137181,44893,0.22035320911786072
4,Japan,12/26/20,218467,1730.2270572658056,44893,0.22035320911786072
5,Japan,12/27/20,221412,1753.551031521175,44893,0.22035320911786072
6,Japan,12/28/20,223786,1772.3527683232962,44893,0.22035320911786072
7,Japan,12/29/20,227415,1801.0939236960419,44893,0.22035320911786072
8,Japan,12/30/20,231271,1831.632886252478,44893,0.22035320911786072
9,Japan,12/31/20,235811,1867.5890299262903,44893,0.22035320911786072
10,Japan,1/1/21,239068,1893.3839990773051,44893,0.22035320911786072
11,Japan,1/2/21,242097,1917.3732411891945,44893,0.22035320911786072
12,Japan,1/3/21,245293,1942.6850991586887,44893,0.22035320911786072
13,Japan,1/4/21,248625,1969.0740574673105,44893,0.22035320911786072
0,Jordan,12/22/20,279892,27707.432040606258,19939,0.07123819187400855
1,Jordan,12/23/20,281983,27914.42702580379,19939,0.07123819187400855
2,Jordan,12/24/20,283690,28083.40858473836,19939,0.07123819187400855
3,Jordan,12/25/20,285306,28243.38175359499,19939,0.07123819187400855
4,Jordan,12/26/20,286356,28347.324716032777,19939,0.07123819187400855
5,Jordan,12/27/20,287946,28504.72405915285,19939,0.07123819187400855
6,Jordan,12/28/20,289748,28683.109981355603,19939,0.07123819187400855
7,Jordan,12/29/20,291393,28845.953955841465,19939,0.07123819187400855
8,Jordan,12/30/20,293067,29011.668735956562,19939,0.07123819187400855
9,Jordan,12/31/20,294494,29152.93217157439,19939,0.07123819187400855
10,Jordan,1/1/21,295765,29278.75265277289,19939,0.07123819187400855
11,Jordan,1/2/21,296668,29368.143600469386,19939,0.07123819187400855
12,Jordan,1/3/21,298208,29520.593278711473,19939,0.07123819187400855
13,Jordan,1/4/21,299831,29681.25940065102,19939,0.07123819187400855
0,Kazakhstan,12/22/20,193503,10451.75173504491,10790,0.055761409383833845
1,Kazakhstan,12/23/20,194257,10492.477826155766,10790,0.055761409383833845
2,Kazakhstan,12/24/20,194993,10532.23167636477,10790,0.055761409383833845
3,Kazakhstan,12/25/20,196216,10598.29004430718,10790,0.055761409383833845
4,Kazakhstan,12/26/20,197142,10648.306437369052,10790,0.055761409383833845
5,Kazakhstan,12/27/20,197902,10689.356608780525,10790,0.055761409383833845
6,Kazakhstan,12/28/20,198659,10730.244740041688,10790,0.055761409383833845
7,Kazakhstan,12/29/20,199555,10778.640731600477,10790,0.055761409383833845
8,Kazakhstan,12/30/20,200443,10826.604616091776,10790,0.055761409383833845
9,Kazakhstan,12/31/20,201196,10867.276693819196,10790,0.055761409383833845
10,Kazakhstan,1/1/21,202060,10913.944257108027,10790,0.055761409383833845
11,Kazakhstan,1/2/21,202880,10958.235231525668,10790,0.055761409383833845
12,Kazakhstan,1/3/21,203563,10995.126372412557,10790,0.055761409383833845
13,Kazakhstan,1/4/21,204293,11034.556142320946,10790,0.055761409383833845
0,Kenya,12/22/20,94768,1802.56493075005,2140,0.022581462096910348
1,Kenya,12/23/20,95195,1810.6868202637072,2140,0.022581462096910348
2,Kenya,12/24/20,95431,1815.1757334375318,2140,0.022581462096910348
3,Kenya,12/25/20,95713,1820.5396042638815,2140,0.022581462096910348
4,Kenya,12/26/20,95843,1823.0123106731917,2140,0.022581462096910348
5,Kenya,12/27/20,95923,1824.5339761558441,2140,0.022581462096910348
6,Kenya,12/28/20,95992,1825.8464126346319,2140,0.022581462096910348
7,Kenya,12/29/20,96139,1828.6424729590058,2140,0.022581462096910348
8,Kenya,12/30/20,96251,1830.772804634719,2140,0.022581462096910348
9,Kenya,12/31/20,96458,1834.7101140710822,2140,0.022581462096910348
10,Kenya,1/1/21,96614,1837.6773617622543,2140,0.022581462096910348
11,Kenya,1/2/21,96678,1838.8946941483764,2140,0.022581462096910348
12,Kenya,1/3/21,96802,1841.2532756464875,2140,0.022581462096910348
13,Kenya,1/4/21,96908,1843.269482411002,2140,0.022581462096910348
0,"Korea, South",12/22/20,52550,1016.2621672495623,12429,0.2365176022835395
1,"Korea, South",12/23/20,53533,1035.2723615484456,12429,0.2365176022835395
2,"Korea, South",12/24/20,54770,1059.1946508136732,12429,0.2365176022835395
3,"Korea, South",12/25/20,55902,1081.0863496400575,12429,0.2365176022835395
4,"Korea, South",12/26/20,56872,1099.8451375036557,12429,0.2365176022835395
5,"Korea, South",12/27/20,57680,1115.471014404467,12429,0.2365176022835395
6,"Korea, South",12/28/20,58725,1135.680224010096,12429,0.2365176022835395
7,"Korea, South",12/29/20,59773,1155.9474504854059,12429,0.2365176022835395
8,"Korea, South",12/30/20,60740,1174.6482214793227,12429,0.2365176022835395
9,"Korea, South",12/31/20,61769,1194.548007779985,12429,0.2365176022835395
10,"Korea, South",1/1/21,62593,1210.483307985763,12429,0.2365176022835395
11,"Korea, South",1/2/21,63244,1223.0729687065902,12429,0.2365176022835395
12,"Korea, South",1/3/21,64264,1242.7987043982087,12429,0.2365176022835395
13,"Korea, South",1/4/21,64979,1256.626058338902,12429,0.2365176022835395
0,Kosovo,12/22/20,49169,,2796,0.05686509792755598
1,Kosovo,12/23/20,49440,,2796,0.05686509792755598
2,Kosovo,12/24/20,49440,,2796,0.05686509792755598
3,Kosovo,12/25/20,50135,,2796,0.05686509792755598
4,Kosovo,12/26/20,50405,,2796,0.05686509792755598
5,Kosovo,12/27/20,50620,,2796,0.05686509792755598
6,Kosovo,12/28/20,50801,,2796,0.05686509792755598
7,Kosovo,12/29/20,50910,,2796,0.05686509792755598
8,Kosovo,12/30/20,50910,,2796,0.05686509792755598
9,Kosovo,12/31/20,51144,,2796,0.05686509792755598
10,Kosovo,1/1/21,51502,,2796,0.05686509792755598
11,Kosovo,1/2/21,51502,,2796,0.05686509792755598
12,Kosovo,1/3/21,51965,,2796,0.05686509792755598
13,Kosovo,1/4/21,51965,,2796,0.05686509792755598
0,Kuwait,12/22/20,148507,35299.27980978745,3208,0.021601675341903076
1,Kuwait,12/23/20,148773,35362.506515797286,3208,0.021601675341903076
2,Kuwait,12/24/20,149017,35420.50394537023,3208,0.021601675341903076
3,Kuwait,12/25/20,149277,35482.30448507909,3208,0.021601675341903076
4,Kuwait,12/26/20,149449,35523.18791904034,3208,0.021601675341903076
5,Kuwait,12/27/20,149653,35571.67757327345,3208,0.021601675341903076
6,Kuwait,12/28/20,149857,35620.167227506565,3208,0.021601675341903076
7,Kuwait,12/29/20,150093,35676.26310201154,3208,0.021601675341903076
8,Kuwait,12/30/20,150298,35724.990450628145,3208,0.021601675341903076
9,Kuwait,12/31/20,150584,35792.971044307895,3208,0.021601675341903076
10,Kuwait,1/1/21,150869,35860.713943604154,3208,0.021601675341903076
11,Kuwait,1/2/21,151074,35909.44129222076,3208,0.021601675341903076
12,Kuwait,1/3/21,151343,35973.38108138109,3208,0.021601675341903076
13,Kuwait,1/4/21,151715,36061.80339204147,3208,0.021601675341903076
0,Kyrgyzstan,12/22/20,79429,12301.413991234183,1959,0.024663535988115173
1,Kyrgyzstan,12/23/20,79659,12337.034799981415,1959,0.024663535988115173
2,Kyrgyzstan,12/24/20,79845,12365.84119314222,1959,0.024663535988115173
3,Kyrgyzstan,12/25/20,80025,12393.718347813967,1959,0.024663535988115173
4,Kyrgyzstan,12/26/20,80182,12418.03342161099,1959,0.024663535988115173
5,Kyrgyzstan,12/27/20,80373,12447.614180179344,1959,0.024663535988115173
6,Kyrgyzstan,12/28/20,80535,12472.703619383914,1959,0.024663535988115173
7,Kyrgyzstan,12/29/20,80654,12491.13351608357,1959,0.024663535988115173
8,Kyrgyzstan,12/30/20,80843,12520.404528488903,1959,0.024663535988115173
9,Kyrgyzstan,12/31/20,81034,12549.985287057256,1959,0.024663535988115173
10,Kyrgyzstan,1/1/21,81156,12568.87980300144,1959,0.024663535988115173
11,Kyrgyzstan,1/2/21,81214,12577.862441729003,1959,0.024663535988115173
12,Kyrgyzstan,1/3/21,81388,12604.81035791169,1959,0.024663535988115173
13,Kyrgyzstan,1/4/21,81388,12604.81035791169,1959,0.024663535988115173
0,Laos,12/22/20,41,5.718705257233639,0,0.0
1,Laos,12/23/20,41,5.718705257233639,0,0.0
2,Laos,12/24/20,41,5.718705257233639,0,0.0
3,Laos,12/25/20,41,5.718705257233639,0,0.0
4,Laos,12/26/20,41,5.718705257233639,0,0.0
5,Laos,12/27/20,41,5.718705257233639,0,0.0
6,Laos,12/28/20,41,5.718705257233639,0,0.0
7,Laos,12/29/20,41,5.718705257233639,0,0.0
8,Laos,12/30/20,41,5.718705257233639,0,0.0
9,Laos,12/31/20,41,5.718705257233639,0,0.0
10,Laos,1/1/21,41,5.718705257233639,0,0.0
11,Laos,1/2/21,41,5.718705257233639,0,0.0
12,Laos,1/3/21,41,5.718705257233639,0,0.0
13,Laos,1/4/21,41,5.718705257233639,0,0.0
0,Latvia,12/22/20,32339,16906.726251562508,10779,0.3333127183895606
1,Latvia,12/23/20,33484,17505.32860655305,10779,0.3333127183895606
2,Latvia,12/24/20,34754,18169.28056361679,10779,0.3333127183895606
3,Latvia,12/25/20,35420,18517.46324346282,10779,0.3333127183895606
4,Latvia,12/26/20,35819,18726.059173280482,10779,0.3333127183895606
5,Latvia,12/27/20,36330,18993.208346555737,10779,0.3333127183895606
6,Latvia,12/28/20,36838,19258.78912938123,10779,0.3333127183895606
7,Latvia,12/29/20,37676,19696.892861679986,10779,0.3333127183895606
8,Latvia,12/30/20,39043,20411.556109952533,10779,0.3333127183895606
9,Latvia,12/31/20,40904,21384.480985618382,10779,0.3333127183895606
10,Latvia,1/1/21,41615,21756.18952221076,10779,0.3333127183895606
11,Latvia,1/2/21,41929,21920.347722618648,10779,0.3333127183895606
12,Latvia,1/3/21,42497,22217.29631443928,10779,0.3333127183895606
13,Latvia,1/4/21,43118,22541.953137538952,10779,0.3333127183895606
0,Lebanon,12/22/20,160979,23481.000444446843,31160,0.1935656203604197
1,Lebanon,12/23/20,163225,23808.610424619586,31160,0.1935656203604197
2,Lebanon,12/24/20,165933,24203.60945681361,31160,0.1935656203604197
3,Lebanon,12/25/20,168069,24515.17442460033,31160,0.1935656203604197
4,Lebanon,12/26/20,169472,24719.82126439657,31160,0.1935656203604197
5,Lebanon,12/27/20,171226,24975.666280079113,31160,0.1935656203604197
6,Lebanon,12/28/20,172820,25208.173095927443,31160,0.1935656203604197
7,Lebanon,12/29/20,175118,25543.3679910463,31160,0.1935656203604197
8,Lebanon,12/30/20,177996,25963.163860564175,31160,0.1935656203604197
9,Lebanon,12/31/20,181503,26474.708028180296,31160,0.1935656203604197
10,Lebanon,1/1/21,183888,26822.593069459006,31160,0.1935656203604197
11,Lebanon,1/2/21,186408,27190.16971684783,31160,0.1935656203604197
12,Lebanon,1/3/21,189278,27608.798676373997,31160,0.1935656203604197
13,Lebanon,1/4/21,192139,28026.114862159488,31160,0.1935656203604197
0,Lesotho,12/22/20,2546,,660,0.25923016496465046
1,Lesotho,12/23/20,2725,,660,0.25923016496465046
2,Lesotho,12/24/20,2725,,660,0.25923016496465046
3,Lesotho,12/25/20,2725,,660,0.25923016496465046
4,Lesotho,12/26/20,2725,,660,0.25923016496465046
5,Lesotho,12/27/20,2725,,660,0.25923016496465046
6,Lesotho,12/28/20,2956,,660,0.25923016496465046
7,Lesotho,12/29/20,3005,,660,0.25923016496465046
8,Lesotho,12/30/20,3094,,660,0.25923016496465046
9,Lesotho,12/31/20,3094,,660,0.25923016496465046
10,Lesotho,1/1/21,3206,,660,0.25923016496465046
11,Lesotho,1/2/21,3206,,660,0.25923016496465046
12,Lesotho,1/3/21,3206,,660,0.25923016496465046
13,Lesotho,1/4/21,3206,,660,0.25923016496465046
0,Liberia,12/22/20,1779,360.31299229104377,0,0.0
1,Liberia,12/23/20,1779,360.31299229104377,0,0.0
2,Liberia,12/24/20,1779,360.31299229104377,0,0.0
3,Liberia,12/25/20,1779,360.31299229104377,0,0.0
4,Liberia,12/26/20,1779,360.31299229104377,0,0.0
5,Liberia,12/27/20,1779,360.31299229104377,0,0.0
6,Liberia,12/28/20,1779,360.31299229104377,0,0.0
7,Liberia,12/29/20,1779,360.31299229104377,0,0.0
8,Liberia,12/30/20,1779,360.31299229104377,0,0.0
9,Liberia,12/31/20,1779,360.31299229104377,0,0.0
10,Liberia,1/1/21,1779,360.31299229104377,0,0.0
11,Liberia,1/2/21,1779,360.31299229104377,0,0.0
12,Liberia,1/3/21,1779,360.31299229104377,0,0.0
13,Liberia,1/4/21,1779,360.31299229104377,0,0.0
0,Libya,12/22/20,95706,14121.23612236575,6269,0.06550268530708629
